record_id,title,authors,year_of_publication,study_type_raw,study_status,publication_type,publication_type_short,confidence_rating,doi,journal_name,url,keywords_string,intervention_ids,intervention_labels,outcome_ids,outcome_labels,evidence_types,cells
33285,Planning Car-Lite Neighborhoods: Examining Long-Term Impacts of Accessibility Boosts on Vehicle Ownership,"Basu, Rounaq; Ferreira, Joseph",2020,ier,Completed,Journal article,JOUR,,10.1016/j.trd.2020.102394,Transportation Research Part D: Transport and Environment,https://www.sciencedirect.com/science/article/abs/pii/S1361920920305812?via%3Dihub,,2158,"Active mobility (pedestrian, bicycles, etc.)",2178;2202;2203,Private vehicle use;Economic activity;Trade and migration,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Private vehicle use;Active mobility (pedestrian, bicycles, etc.) | Economic activity;Active mobility (pedestrian, bicycles, etc.) | Trade and migration"
33856,Planning Car-lite Neighborhoods: Does Bikesharing Reduce Auto-dependence?,"Basu, Rounaq; Ferreira, Joseph",2021,ier,Completed,Journal article,JOUR,,10.1016/j.trd.2021.102721,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,https://www.sciencedirect.com/science/article/abs/pii/S1361920921000262?via%3Dihub,,2158,"Active mobility (pedestrian, bicycles, etc.)",2178,Private vehicle use,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Private vehicle use"
34457,"Bike Infrastructure, Bike Ridership and Driving: Evidence from a Protected-Bike-Lane Project in Vancouver","Yu, Fei",2024,ier,Completed,Thesis,Thesis,,No DOI,Other,https://summit.sfu.ca/_flysystem/fedora/2024-05/etd23029.pdf,,2158,"Active mobility (pedestrian, bicycles, etc.)",2178;2180,Private vehicle use;Other transport infrastructure access and use,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Private vehicle use;Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use"
33536,New Walking and Cycling Routes and Increased Physical Activity: One- and 2-Year Findings From the UK iConnect Study,"Goodman, Anna; Sahlqvist, Shannon; Ogilvie, David",2014,ier,Completed,Journal article,JOUR,,10.2105/AJPH.2014.302059,AMERICAN JOURNAL OF PUBLIC HEALTH,https://ajph.aphapublications.org/doi/full/10.2105/AJPH.2014.302059,,2158,"Active mobility (pedestrian, bicycles, etc.)",2180;2182,Other transport infrastructure access and use;Time used in other activities,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use;Active mobility (pedestrian, bicycles, etc.) | Time used in other activities"
33562,Provisional COVID-19 Infrastructure Induces Large Rapid Increases in Cycling,"Kraus, Sebastian; Koch, Nicolas",2021,ier,Completed,Journal article,JOUR,,10.1073/pnas.2024399118,PNAS,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/provisional-covid-19-infrastructure-induces-large-rapid-increases-in-cycling/33562,Urban planning|| Active travel|| generalized difference in differences,2158,"Active mobility (pedestrian, bicycles, etc.)",2180;2182,Other transport infrastructure access and use;Time used in other activities,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use;Active mobility (pedestrian, bicycles, etc.) | Time used in other activities"
33426,"""Complete Streets"" and Adult Bicyclist Fatalities: Applying G-Computation to Evaluate an Intervention That Affects the Size of a Population at Risk","Mooney, Stephen; Maggee, Caroline; Dang Kolena; Leonard, Julie; Yang, Jingzhen; Rivara, Frederick; Ebel, Beth; Rowhani-Rahbar, Ali; Quistberg, Alex",2018,ier,Completed,Journal article,JOUR,,10.1093/aje/kwy100,AMERICAN JOURNAL OF EPIDEMIOLOGY,https://academic.oup.com/aje/article/187/9/2038/4995886,,2158;2159,"Active mobility (pedestrian, bicycles, etc.);Urban roads",2183,Transport safety,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Transport safety;Urban roads | Transport safety"
33814,Evaluating the Safety Effects of Bicycle Lanes in New York City,"Chen, Li; Chen, Cynthia; Srinivasan, Raghavan; McKnight, Claire E.; Ewing, Reid; Roe, Matthew",2012,ier,Completed,Journal article,JOUR,,10.2105/AJPH.2011.300319,American Journal of Public Health,https://ajph.aphapublications.org/doi/full/10.2105/AJPH.2011.300319,,2158,"Active mobility (pedestrian, bicycles, etc.)",2183,Transport safety,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Transport safety"
31584,Environmental Measures to Improve Pedestrian Safety in Low- and Middle-Income Countries: A Scoping Review,"Boun, Saidou Sabi; Jean Marc, Rose Eveyoung; Janvier, Ronaldo; Paul, Peterline; Senat, Rachel; Demes, Joseph Adrien Emmanuel; Burigusa, Guillaume; Chaput, Sarah; Maurice, Pierre; Druetz, Thomas",2024,srr,Completed,Journal article,JOUR,low,https://doi.org/10.1177/17579759241241513,Global Health Promotion,https://developmentevidence.3ieimpact.org/search-result-details/systematic-review-repository/environmental-measures-to-improve-pedestrian-safety-in-low--and-middle-income-countries--a-scoping-review/31584,vehicle–pedestrian accidents|| Road injuries|| Road crashes|| low- and middle-income countries|| pedestrian victims,2158,"Active mobility (pedestrian, bicycles, etc.)",2183;2200,Transport safety;Crime and citizen security,Low confidence reviews,"Active mobility (pedestrian, bicycles, etc.) | Transport safety;Active mobility (pedestrian, bicycles, etc.) | Crime and citizen security"
34683,Interventions to Prevent Road Traffic Injuries Among Pedestrians: a Systematic Review,"Rezapur-Shahkolai, Forouzan; Afshari, Maryam; Doosti-Irani, Amin; Maleki, Shahnaz",2022,srr,Completed,Journal article,JOUR,medium,10.1080/17457300.2022.2089685,Other,https://www.tandfonline.com/doi/full/10.1080/17457300.2022.2089685,,2158;2159,"Active mobility (pedestrian, bicycles, etc.);Urban roads",2183,Transport safety,Medium confidence reviews,"Active mobility (pedestrian, bicycles, etc.) | Transport safety;Urban roads | Transport safety"
34694,Systematic Review on Quantifying Pedestrian Injury when Evaluating Changes to the Built Environment,"Pollack Porter, Keshia; Omura, John D.; Ballard, Rachel M.; Peterson, Erin L.; Carlson, Susan A.",2022,srr,Completed,Journal article,JOUR,low,https://doi.org/10.1016/j.pmedr.2022.101703,Preventive medicine reports,https://www.sciencedirect.com/science/article/pii/S2211335522000109?via%3Dihub,,2158,"Active mobility (pedestrian, bicycles, etc.)",2180;2183,Other transport infrastructure access and use;Transport safety,Low confidence reviews,"Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use;Active mobility (pedestrian, bicycles, etc.) | Transport safety"
34693,Space Sharing between Pedestrians and Micro-mobility Vehicles: A Systematic Review,"Zhang, Chengsi; Du, Bo; Zheng, Zuduo; Shen, Jun",2023,srr,Completed,Journal article,JOUR,low,https://doi.org/10.1016/j.trd.2023.103629,Transportation research: part d: transport and environment,https://www.sciencedirect.com/science/article/abs/pii/S1361920923000263,,2158,"Active mobility (pedestrian, bicycles, etc.)",2183,Transport safety,Low confidence reviews,"Active mobility (pedestrian, bicycles, etc.) | Transport safety"
33428,The Capital Value of Pedestrianization in Asia's Commercial Cityscape: Evidence from Office Towers and Retail Streets,"Murakami, Jin; Villani, Caterina; Talamini, Gianni",2021,ier,Completed,Journal article,JOUR,,10.1016/j.tranpol.2021.04.017,TRANSPORT POLICY,https://www.sciencedirect.com/science/article/abs/pii/S0967070X21001128,,2158;2172,"Active mobility (pedestrian, bicycles, etc.);Circulation restrictions, non-price based",2194,"Land, housing, and rent prices and affordability",Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Land, housing, and rent prices and affordability;Circulation restrictions, non-price based | Land, housing, and rent prices and affordability"
33359,"Do People Value Bicycle Sharing? A Multilevel Longitudinal Analysis Capturing the Impact of Bicycle Sharing on Residential Sales in Montreal, Canada","El-Geneidy, Ahmed; Van Lierop, Dea; Wasﬁ, Rania",2016,ier,Completed,Journal article,JOUR,,10.1016/j.tranpol.2016.01.009,TRANSPORT POLICY,https://www.sciencedirect.com/science/article/abs/pii/S0967070X16000032,,2158,"Active mobility (pedestrian, bicycles, etc.)",2194,"Land, housing, and rent prices and affordability",Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Land, housing, and rent prices and affordability"
7636,The Impact Of Upgrading Municipal Infrastructure On Property Prices: Evidence From Brazil,"Acevedo, Paloma; Hobbs, Jason A.; Martinez, Sebastian",2017,ier,Completed,Published working paper,RPRT,,10.18235/0000687,Inter-American Development Bank (IDB) Working Paper Series,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-impact-of-upgrading-municipal-infrastructure-on-property-prices--evidence-from-brazil/7636,Urban Development|| Urban Transportation|| Upgrade Of Public Spaces|| Brazil|| Latin America,2158;2159,"Active mobility (pedestrian, bicycles, etc.);Urban roads",2194;2195,"Land, housing, and rent prices and affordability;Goods and services prices and inflation",Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Land, housing, and rent prices and affordability;Urban roads | Goods and services prices and inflation"
33337,Impacts of Bicycle Facilities on Residential Property Values in 11 US Cities,"Dahir, Abdirashid; Le, Huyen",2025,ier,Completed,Journal article,JOUR,,10.1016/j.jtrangeo.2025.104146,JOURNAL OF TRANSPORT GEOGRAPHY,https://www.sciencedirect.com/science/article/pii/S0966692325000377,,2158,"Active mobility (pedestrian, bicycles, etc.)",2194,"Land, housing, and rent prices and affordability",Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Land, housing, and rent prices and affordability"
33614,Economic Impact and Policy Implications from Urban Shared Transportation: The Case of Pittsburgh's Shared Bike System,"Pelechrinis, Konstantinos; Zacharias, Christos; Kokkodis, Marios; Lappas, Theodoros",2017,ier,Completed,Journal article,JOUR,,10.1371/journal.pone.0184092,PLOS ONE,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0184092,,2158,"Active mobility (pedestrian, bicycles, etc.)",2194,"Land, housing, and rent prices and affordability",Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Land, housing, and rent prices and affordability"
33830,"The Effects of a Recreational Bike Path on Housing Values in Muskego, Wisconsin","Kashian, Russ; Winden, Matthew; Storts, Emmett",2018,ier,Completed,Journal article,JOUR,,10.18666/JPRA-2018-V36-I3-8509,JOURNAL OF PARK AND RECREATION ADMINISTRATION,https://js.sagamorepub.com/index.php/jpra/article/view/8509,,2158,"Active mobility (pedestrian, bicycles, etc.)",2194,"Land, housing, and rent prices and affordability",Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Land, housing, and rent prices and affordability"
33680,"Assessing the economic benefits and resilience of complete streets in Orlando, FL: A natural experimental design approach","Yu, Chia; Xu, Minjie; Towne, Samuel; Iman, Sara",2018,ier,Completed,Journal article,JOUR,,10.1016/j.jth.2017.11.005,JOURNAL OF TRANSPORT & HEALTH,https://www.sciencedirect.com/science/article/abs/pii/S2214140517306072,,2158,"Active mobility (pedestrian, bicycles, etc.)",2180;2194;2201;2202,"Other transport infrastructure access and use;Land, housing, and rent prices and affordability;Employment access and outcomes;Economic activity",Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use;Active mobility (pedestrian, bicycles, etc.) | Land, housing, and rent prices and affordability;Active mobility (pedestrian, bicycles, etc.) | Employment access and outcomes;Active mobility (pedestrian, bicycles, etc.) | Economic activity"
33619,Traffic Calming and Neighborhood Livability: Evidence from Housing Prices in Portland,"Polloni, Stefano",2019,ier,Completed,Journal article,JOUR,,10.1016/j.regsciurbeco.2018.11.004,Regional Science and Urban Economics,https://www.sciencedirect.com/science/article/pii/S0166046217301114,,2158,"Active mobility (pedestrian, bicycles, etc.)",2194,"Land, housing, and rent prices and affordability",Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Land, housing, and rent prices and affordability"
33526,Build It and They Will Cycle: Causal Evidence From the Downtown Vancouver Comox Greenway,"Frank, Lawrence D.; Hong, Andy; Ngo, Victor Douglas",2021,ier,Completed,Journal article,JOUR,,10.1016/j.tranpol.2021.02.003,TRANSPORT POLICY,https://www.sciencedirect.com/science/article/abs/pii/S0967070X21000366?via%3Dihub,,2158,"Active mobility (pedestrian, bicycles, etc.)",2180,Other transport infrastructure access and use,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use"
33486,Will Temporarily Free Bike Sharing Change Transport Behavior Forever? Evidence From a Free Rides' Promotion on Trip Demand,"Weschke, Jan",2024,ier,Completed,Journal article,JOUR,,10.1007/s11116-024-10537-x,TRANSPORTATION,https://link.springer.com/article/10.1007/s11116-024-10537-x#citeas,,2158,"Active mobility (pedestrian, bicycles, etc.)",2180,Other transport infrastructure access and use,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use"
33371,Have Paved Trails and Protected Bike Lanes Led to More Bicycling in Atlanta? A Generalized Synthetic-Control Analysis,"Garber, Michael D.; Flanders, W. Dana; Watkins, Kari E.; Lobelo, Felipe; Kramer, Michael R.; McCullough, Lauren E.",2022,ier,Completed,Journal article,JOUR,,10.1097/EDE.0000000000001483,EPIDEMIOLOGY,https://journals.lww.com/epidem/abstract/2022/07000/have_paved_trails_and_protected_bike_lanes_led_to.7.aspx,,2158,"Active mobility (pedestrian, bicycles, etc.)",2180,Other transport infrastructure access and use,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use"
33315,Effect of Protected Bike Lanes on Bike-Sharing Ridership: A New York City Case Study,"CHahine, Ricardo; Duarte, Jorge; Gkritza, Konstantina",2025,ier,Completed,Journal article,JOUR,,10.1016/j.jtrangeo.2025.104147,JOURNAL OF TRANSPORT GEOGRAPHY,https://www.sciencedirect.com/science/article/pii/S0966692325000389?casa_token=oQgCBFPEPVoAAAAA:u8HVqNOQ4kRLaePrUc5xUyv_agpClpIUEvsB-EL1Gwzn5cvIW8Uj2dl8xSE5PQNZ5WyT2Afh8-w,,2158,"Active mobility (pedestrian, bicycles, etc.)",2180,Other transport infrastructure access and use,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use"
33633,Estimating the impact of cycling infrastructure improvements on usage: A spatial difference-in-differences approach,"Shahriari, Siroos; Siripanich, Amarin; Rashidi, Taha",2024,ier,Completed,Journal article,JOUR,,10.1016/j.jtrangeo.2024.104012,JOURNAL OF TRANSPORT GEOGRAPHY,https://www.sciencedirect.com/science/article/pii/S0966692324002217,,2158,"Active mobility (pedestrian, bicycles, etc.)",2180,Other transport infrastructure access and use,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use"
33829,Estimating the effect of protected bike lanes on bike-share ridership in Boston: A case study on Commonwealth Avenue,"Karpinski, Elizabeth",2021,ier,Completed,Journal article,JOUR,,10.1016/j.cstp.2021.06.015,CASE STUDIES ON TRANSPORT POLICY,https://www.sciencedirect.com/science/article/abs/pii/S2213624X21001097,,2158,"Active mobility (pedestrian, bicycles, etc.)",2180,Other transport infrastructure access and use,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use"
33642,The effects of subsidising e-bikes on mode share and physical activity - A natural experiment,"Sundorf, Hanne; Bernsten, Sveinung; Bere, Elling; Fyhri, Aslak",2024,ier,Completed,Journal article,JOUR,,10.1016/j.jth.2023.101752,JOURNAL OF TRANSPORT & HEALTH,https://www.sciencedirect.com/science/article/pii/S2214140523001895,,2158,"Active mobility (pedestrian, bicycles, etc.)",2180,Other transport infrastructure access and use,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use"
34360,Increasing Active Travel: Results of a Quasi-Experimental Study of an Intervention to Encourage Walking and Cycling,"Chapman, Ronald; Keall, Michael; Howden, Philippa; Witten, Karen; Abrahamse, Wokje; Woodward, Alistair",2015,ier,Completed,Journal article,JOUR,,10.1136/jech-2015-205466,Journal of Epidemiology & Community Health,https://jech.bmj.com/content/69/12/1184.long,,2158,"Active mobility (pedestrian, bicycles, etc.)",2180;2196,Other transport infrastructure access and use;Health access and outcomes,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use;Active mobility (pedestrian, bicycles, etc.) | Health access and outcomes"
34443,Impacts of Active Travel Interventions on Travel Behaviour and Health: Results From a Five-Year Longitudinal Travel Survey in Outer London,"Aldred, Rachel; Goodman, Anna; Woodcock, James",2024,ier,Completed,Journal article,JOUR,,10.1016/j.jth.2024.101771,Journal of Transport & Health,https://www.sciencedirect.com/science/article/pii/S2214140524000173?via%3Dihub,,2158,"Active mobility (pedestrian, bicycles, etc.)",2180,Other transport infrastructure access and use,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use"
33770,Interventions to Promote Cycling: Systematic Review,"Yang, Lin; Sahlqvist, Shannon; McMinn, Alison; Griffin, Simon J.; Ogilvie, David",2010,srr,Completed,Journal article,JOUR,low,https://doi.org/10.1136/bmj.c5293,BMJ-BRITISH MEDICAL JOURNAL,https://www.bmj.com/content/341/bmj.c5293,,2158,"Active mobility (pedestrian, bicycles, etc.)",2180;2196,Other transport infrastructure access and use;Health access and outcomes,Low confidence reviews,"Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use;Active mobility (pedestrian, bicycles, etc.) | Health access and outcomes"
34689,Cycling for transport and public health: a systematic review of the effect of the environment on cycling,"Fraser, Simon; Lock, Karen",2011,srr,Completed,Journal article,JOUR,low,,European journal of public health,,,2158,"Active mobility (pedestrian, bicycles, etc.)",2180,Other transport infrastructure access and use,Low confidence reviews,"Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use"
34687,A systematic review of the effect of infrastructural interventions to promote cycling: strengthening causal inference from observational data,"Mölenberg, Famke; Panter, Jenna; Alex, Burdorf; van Lenthe, Frank",2019,srr,Completed,Journal article,JOUR,low,10.1186/s12966-019-0850-1,International journal of behavioral nutrition and physical activity,https://ijbnpa.biomedcentral.com/articles/10.1186/s12966-019-0850-1,,2158,"Active mobility (pedestrian, bicycles, etc.)",2180,Other transport infrastructure access and use,Low confidence reviews,"Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use"
33541,A Quasi-Experimental Evaluation of the Impact of Bike-Sharing Stations on Micro-Level Robbery Occurrence,"Haberman, Cory P.; Clutter, Jeffrey E.; Henderson, Samantha",2018,ier,Completed,Journal article,JOUR,,10.1007/s11292-017-9312-4,JOURNAL OF EXPERIMENTAL CRIMINOLOGY,https://link.springer.com/article/10.1007/s11292-017-9312-4,,2158,"Active mobility (pedestrian, bicycles, etc.)",2200,Crime and citizen security,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Crime and citizen security"
33908,Tourists on Shared Bikes: Can Bike-Sharing Boost Attraction Demand?,"Yang, Yang; Jiang, Lan; Zhang, Zili",2021,ier,Completed,Journal article,JOUR,,10.1016/j.tourman.2021.104328,TOURISM MANAGEMENT,https://www.sciencedirect.com/science/article/abs/pii/S0261517721000479,,2158,"Active mobility (pedestrian, bicycles, etc.)",2202,Economic activity,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Economic activity"
33463,Natural Experiment to Assess the Impacts of Street-Level Urban Design Interventions on Walkability and Business Activity,"Said, Maher; Geha, Georges; Abou-Zeid, Maya",2020,ier,Completed,Journal article,JOUR,,10.1177/0361198120921849,TRANSPORTATION RESEARCH RECORD,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/natural-experiment-to-assess-the-impacts-of-street-level-urban-design-interventions-on-walkability-and-business-activity/33463,Natural Experiments|| Active transport|| Business Activities And Employees|| Lebanon.,2158,"Active mobility (pedestrian, bicycles, etc.)",2202,Economic activity,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Economic activity"
34690,Economic impacts on local businesses of investments in bicycle and pedestrian infrastructure: a review of the evidence,"Volker, Jamey; Handy, Susan",2021,srr,Completed,Journal article,JOUR,low,10.1080/01441647.2021.1912849,Transport reviews,https://www.tandfonline.com/doi/full/10.1080/01441647.2021.1912849,,2158,"Active mobility (pedestrian, bicycles, etc.)",2202,Economic activity,Low confidence reviews,"Active mobility (pedestrian, bicycles, etc.) | Economic activity"
33605,Do Fixed Links Affect the Local Labour Markets and Industries? A Case Study of Three Fixed Link Projects in Norway,"Nielsen, Øyvind Lervik; Gutiérrez, María Díez; Andersen, Stig Nyland; Tørset, Trude",2017,ier,Completed,Journal article,JOUR,,10.1016/j.cstp.2017.01.006,CASE STUDIES ON TRANSPORT POLICY,https://www.sciencedirect.com/science/article/abs/pii/S2213624X17300251,,2168,Tunnels,2181;2201;2202,"Travel time, commuting and speed;Employment access and outcomes;Economic activity",Impact evaluations,"Tunnels | Travel time, commuting and speed;Tunnels | Employment access and outcomes;Tunnels | Economic activity"
33549,House Prices and Accessibility: Evidence from a Quasi-Experiment in Transport Infrastructure,"Hoogendoorn, Sander; van Gemeren, Joost; Verstraten, Paul; Folmer, Kees",2019,ier,Completed,Journal article,JOUR,,10.1093/jeg/lbx027,Journal of Economic Geography,,,2168,Tunnels,2194,"Land, housing, and rent prices and affordability",Impact evaluations,"Tunnels | Land, housing, and rent prices and affordability"
33269,"The Impact of Fixed Links on Population Development, Housing and the Labour Market: The Case of Norway","Andersen, Stig; Díez Gutierrez, María; Lervik Nilsen, Oyvind; Torset, Trude",2018,ier,Completed,Journal article,JOUR,,10.1016/j.jtrangeo.2018.03.004,JOURNAL OF TRANSPORT GEOGRAPHY,https://www.sciencedirect.com/science/article/pii/S0966692317304325?casa_token=xlnK1Q4rdGwAAAAA:KO-gckIzXX7EiILlrh938l956V8IyBV0ktRWiCLj_Jjm1VnuWtqEdocOIR2KHTcldR8gKSHqwDw,,2166;2168;2206,"Bridges;Tunnels;Multi-component roads, regional transportation and logistics",2194;2201,"Land, housing, and rent prices and affordability;Employment access and outcomes",Impact evaluations,"Bridges | Land, housing, and rent prices and affordability;Bridges | Employment access and outcomes;Tunnels | Land, housing, and rent prices and affordability;Tunnels | Employment access and outcomes;Multi-component roads, regional transportation and logistics | Land, housing, and rent prices and affordability;Multi-component roads, regional transportation and logistics | Employment access and outcomes"
33900,Low Emission Zones and Traffic Congestion: Evidence from Madrid Central,"Tassinari, Filippo",2024,ier,Completed,Journal article,JOUR,,10.1016/j.tra.2024.104099,Transportation Research Part A: Policy and Practice,https://www.sciencedirect.com/science/article/pii/S0965856424001472,,2172,"Circulation restrictions, non-price based",2177;2178;2181,"Public transit access and use;Private vehicle use;Travel time, commuting and speed",Impact evaluations,"Circulation restrictions, non-price based | Public transit access and use;Circulation restrictions, non-price based | Private vehicle use;Circulation restrictions, non-price based | Travel time, commuting and speed"
33505,"Air Quality Warnings and Temporary Driving Bans: Evidence From Air Pollution, Car Trips, and Mass-Transit Ridership in Santiago","Rivera, Nathaly",2021,ier,Completed,Journal article,JOUR,,10.1016/j.jeem.2021.102454,JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000371,,2172,"Circulation restrictions, non-price based",2177;2192,Public transit access and use;Air pollution and greenhouse gases,Impact evaluations,"Circulation restrictions, non-price based | Public transit access and use;Circulation restrictions, non-price based | Air pollution and greenhouse gases"
33528,"Social Benefits and Private Costs of Driving Restriction Policies: The Impact of Madrid Central on Congestion, Pollution, and Consumer Spending","Galdon-Sanches, Jose Enrique; Gil, Ricard; Holub, Felix; Uriz-Uharte, Guillermo",2023,ier,Completed,Journal article,JOUR,,10.1093/jeea/jvac064,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,https://academic.oup.com/jeea/article-abstract/21/3/1227/6779684,,2172,"Circulation restrictions, non-price based",2178;2181;2192;2202,"Private vehicle use;Travel time, commuting and speed;Air pollution and greenhouse gases;Economic activity",Impact evaluations,"Circulation restrictions, non-price based | Private vehicle use;Circulation restrictions, non-price based | Travel time, commuting and speed;Circulation restrictions, non-price based | Air pollution and greenhouse gases;Circulation restrictions, non-price based | Economic activity"
33303,"The More Stringent, the Better ? Rationing Car Use in Bogota with Moderate and Drastic Restrictions","Bonilla, Jorge",2016,ier,Completed,Published working paper,RPRT,,NO DOI,World Bank,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-more-stringent--the-better---rationing-car-use-in-bogota-with-moderate-and-drastic-restrictions/33303,Driving Restrictions|| Colombia|| AIR pollution,2172,"Circulation restrictions, non-price based",2178;2185;2192,Private vehicle use;Transit affordability;Air pollution and greenhouse gases,Impact evaluations,"Circulation restrictions, non-price based | Private vehicle use;Circulation restrictions, non-price based | Transit affordability;Circulation restrictions, non-price based | Air pollution and greenhouse gases"
5539,Evaluating Public Policies With High Frequency Data: Evidence For Driving Restrictions In Mexico City Revisited,"Salas, Christian H.",2010,ier,Completed,Published working paper,RPRT,,No DOI,Pontificia Universidad Catolica de Chile (Working Paper series),https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/evaluating-public-policies-with-high-frequency-data--evidence-for-driving-restrictions-in-mexico-city-revisited/5539,Public Policies|| Efficient Management|| Driving Restrictions|| Air Quality,2172,"Circulation restrictions, non-price based",2192,Air pollution and greenhouse gases,Impact evaluations,"Circulation restrictions, non-price based | Air pollution and greenhouse gases"
33894,The Air Quality and Well-Being Effects of Low Emission Zones,"Sarmiento, Luis; Wägner, Nicole; Zaklan, Aleksandar",2023,ier,Completed,Journal article,JOUR,,10.1016/j.jpubeco.2023.105014,Journal of Public Economics,https://www.sciencedirect.com/science/article/pii/S0047272723001962,,2172,"Circulation restrictions, non-price based",2192;2196,Air pollution and greenhouse gases;Health access and outcomes,Impact evaluations,"Circulation restrictions, non-price based | Air pollution and greenhouse gases;Circulation restrictions, non-price based | Health access and outcomes"
33904,Keep Your Clunker in the Suburb: Low-Emission Zones and Adoption of Green Vehicles,"Wolff, Hendrik",2014,ier,Completed,Journal article,JOUR,,10.1111/ecoj.12091,Economic Journal,https://academic.oup.com/ej/article-abstract/124/578/F481/5076973,,2172,"Circulation restrictions, non-price based",2192,Air pollution and greenhouse gases,Impact evaluations,"Circulation restrictions, non-price based | Air pollution and greenhouse gases"
33675,Evaluation of low traffic neighbourhood (LTN) impacts on NO2 and traffic,"Yang, Xiuleng; McCoy, Emma; Hough, Katherine; de Nazelle, Audrey",2022,ier,Completed,Journal article,JOUR,,10.1016/j.trd.2022.103536,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,https://www.sciencedirect.com/science/article/pii/S1361920922003625,,2172,"Circulation restrictions, non-price based",2178;2192,Private vehicle use;Air pollution and greenhouse gases,Impact evaluations,"Circulation restrictions, non-price based | Private vehicle use;Circulation restrictions, non-price based | Air pollution and greenhouse gases"
33370,The Effect of Transport Policies on Car Use: Evidence From Latin American Cities,"Gallego, Francisco; Montero, Juan Pablo; Salas, Christian",2013,ier,Completed,Journal article,JOUR,,10.1016/j.jpubeco.2013.08.007,Journal of Public Economics,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-effect-of-transport-policies-on-car-use--evidence-from-latin-american-cities/33370,Public transport|| Driving Restrictions|| pollution|| Congestion,2172,"Circulation restrictions, non-price based",2192,Air pollution and greenhouse gases,Impact evaluations,"Circulation restrictions, non-price based | Air pollution and greenhouse gases"
14646,Getting around a license-plate ban: Behavioral responses to Mexico City's driving restriction,"Guerra, Erick; Millard-Ball, Adam",2017,ier,Completed,Journal article,JOUR,,10.1016/j.trd.2017.06.027,Transportation Research Part D: Transport and Environment,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/getting-around-a-license-plate-ban--behavioral-responses-to-mexico-city-s-driving-restriction/14646,Car restrictions|| Driving ban|| Hoy No Circula|| Policy avoidance|| TRAFFIC congestion|| Travel behavior,2172,"Circulation restrictions, non-price based",2178,Private vehicle use,Impact evaluations,"Circulation restrictions, non-price based | Private vehicle use"
