assigned_project_user,authors,cells,confidence_rating,continents,countries,doi,evidence_types,id,intervention_ids,intervention_labels,journal_name,keywords_string,outcome_ids,outcome_labels,publication_of_type,publication_of_type_short,record_id,status,study_status,title,type,url,year_of_publication
,"Pollack Porter, Keshia; Omura, John D.; Ballard, Rachel M.; Peterson, Erin L.; Carlson, Susan A.","[""Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use"", ""Active mobility (pedestrian, bicycles, etc.) | Transport safety""]",low,"[""East Asia and Pacific"", ""North America""]","[""New Zealand"", ""United States"", ""Canada""]",https://doi.org/10.1016/j.pmedr.2022.101703,"[""Low confidence reviews""]",34694,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",Preventive medicine reports,,"[""2180"", ""2183""]","[""Other transport infrastructure access and use"", ""Transport safety""]",Journal article,JOUR,34694,Published EGM,Completed,Systematic Review on Quantifying Pedestrian Injury when Evaluating Changes to the Built Environment,srr,https://www.sciencedirect.com/science/article/pii/S2211335522000109?via%3Dihub,2022
,"Zhang, Chengsi; Du, Bo; Zheng, Zuduo; Shen, Jun","[""Active mobility (pedestrian, bicycles, etc.) | Transport safety""]",low,"[""Multi-continent""]","[""Multi-country""]",https://doi.org/10.1016/j.trd.2023.103629,"[""Low confidence reviews""]",34693,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",Transportation research: part d: transport and environment,,"[""2183""]","[""Transport safety""]",Journal article,JOUR,34693,Published EGM,Completed,Space Sharing between Pedestrians and Micro-mobility Vehicles: A Systematic Review,srr,https://www.sciencedirect.com/science/article/abs/pii/S1361920923000263,2023
,"Murakami, Jin; Villani, Caterina; Talamini, Gianni","[""Active mobility (pedestrian, bicycles, etc.) | Land, housing, and rent prices and affordability"", ""Circulation restrictions, non-price based | Land, housing, and rent prices and affordability""]",,"[""East Asia and Pacific""]","[""Hong Kong SAR, China""]",10.1016/j.tranpol.2021.04.017,"[""Impact evaluations""]",33428,"[""2158"", ""2172""]","[""Active mobility (pedestrian, bicycles, etc.)"", ""Circulation restrictions, non-price based""]",TRANSPORT POLICY,,"[""2194""]","[""Land, housing, and rent prices and affordability""]",Journal article,JOUR,33428,Published EGM,Completed,The Capital Value of Pedestrianization in Asia's Commercial Cityscape: Evidence from Office Towers and Retail Streets,ier,https://www.sciencedirect.com/science/article/abs/pii/S0967070X21001128,2021
,"El-Geneidy, Ahmed; Van Lierop, Dea; Wasﬁ, Rania","[""Active mobility (pedestrian, bicycles, etc.) | Land, housing, and rent prices and affordability""]",,"[""North America""]","[""Canada""]",10.1016/j.tranpol.2016.01.009,"[""Impact evaluations""]",33359,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",TRANSPORT POLICY,,"[""2194""]","[""Land, housing, and rent prices and affordability""]",Journal article,JOUR,33359,Published EGM,Completed,"Do People Value Bicycle Sharing? A Multilevel Longitudinal Analysis Capturing the Impact of Bicycle Sharing on Residential Sales in Montreal, Canada",ier,https://www.sciencedirect.com/science/article/abs/pii/S0967070X16000032,2016
,"Acevedo, Paloma; Hobbs, Jason A.; Martinez, Sebastian","[""Active mobility (pedestrian, bicycles, etc.) | Land, housing, and rent prices and affordability"", ""Urban roads | Goods and services prices and inflation""]",,"[""Latin America and Caribbean""]","[""Brazil""]",10.18235/0000687,"[""Impact evaluations""]",7636,"[""2158"", ""2159""]","[""Active mobility (pedestrian, bicycles, etc.)"", ""Urban roads""]",Inter-American Development Bank (IDB) Working Paper Series,Urban Development|| Urban Transportation|| Upgrade Of Public Spaces|| Brazil|| Latin America,"[""2194"", ""2195""]","[""Land, housing, and rent prices and affordability"", ""Goods and services prices and inflation""]",Published working paper,RPRT,7636,Published,Completed,The Impact Of Upgrading Municipal Infrastructure On Property Prices: Evidence From Brazil,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-impact-of-upgrading-municipal-infrastructure-on-property-prices--evidence-from-brazil/7636,2017
,"Dahir, Abdirashid; Le, Huyen","[""Active mobility (pedestrian, bicycles, etc.) | Land, housing, and rent prices and affordability""]",,"[""North America""]","[""United States""]",10.1016/j.jtrangeo.2025.104146,"[""Impact evaluations""]",33337,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",JOURNAL OF TRANSPORT GEOGRAPHY,,"[""2194""]","[""Land, housing, and rent prices and affordability""]",Journal article,JOUR,33337,Published EGM,Completed,Impacts of Bicycle Facilities on Residential Property Values in 11 US Cities,ier,https://www.sciencedirect.com/science/article/pii/S0966692325000377,2025
,"Pelechrinis, Konstantinos; Zacharias, Christos; Kokkodis, Marios; Lappas, Theodoros","[""Active mobility (pedestrian, bicycles, etc.) | Land, housing, and rent prices and affordability""]",,"[""North America""]","[""United States""]",10.1371/journal.pone.0184092,"[""Impact evaluations""]",33614,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",PLOS ONE,,"[""2194""]","[""Land, housing, and rent prices and affordability""]",Journal article,JOUR,33614,Published EGM,Completed,Economic Impact and Policy Implications from Urban Shared Transportation: The Case of Pittsburgh's Shared Bike System,ier,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0184092,2017
,"Kashian, Russ; Winden, Matthew; Storts, Emmett","[""Active mobility (pedestrian, bicycles, etc.) | Land, housing, and rent prices and affordability""]",,"[""North America""]","[""United States""]",10.18666/JPRA-2018-V36-I3-8509,"[""Impact evaluations""]",33830,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",JOURNAL OF PARK AND RECREATION ADMINISTRATION,,"[""2194""]","[""Land, housing, and rent prices and affordability""]",Journal article,JOUR,33830,Published EGM,Completed,"The Effects of a Recreational Bike Path on Housing Values in Muskego, Wisconsin",ier,https://js.sagamorepub.com/index.php/jpra/article/view/8509,2018
,"Yu, Chia; Xu, Minjie; Towne, Samuel; Iman, Sara","[""Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use"", ""Active mobility (pedestrian, bicycles, etc.) | Land, housing, and rent prices and affordability"", ""Active mobility (pedestrian, bicycles, etc.) | Employment access and outcomes"", ""Active mobility (pedestrian, bicycles, etc.) | Economic activity""]",,"[""North America""]","[""United States""]",10.1016/j.jth.2017.11.005,"[""Impact evaluations""]",33680,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",JOURNAL OF TRANSPORT & HEALTH,,"[""2180"", ""2194"", ""2201"", ""2202""]","[""Other transport infrastructure access and use"", ""Land, housing, and rent prices and affordability"", ""Employment access and outcomes"", ""Economic activity""]",Journal article,JOUR,33680,Published EGM,Completed,"Assessing the economic benefits and resilience of complete streets in Orlando, FL: A natural experimental design approach",ier,https://www.sciencedirect.com/science/article/abs/pii/S2214140517306072,2018
,"Polloni, Stefano","[""Active mobility (pedestrian, bicycles, etc.) | Land, housing, and rent prices and affordability""]",,"[""North America""]","[""United States""]",10.1016/j.regsciurbeco.2018.11.004,"[""Impact evaluations""]",33619,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",Regional Science and Urban Economics,,"[""2194""]","[""Land, housing, and rent prices and affordability""]",Journal article,JOUR,33619,Published EGM,Completed,Traffic Calming and Neighborhood Livability: Evidence from Housing Prices in Portland,ier,https://www.sciencedirect.com/science/article/pii/S0166046217301114,2019
,"Frank, Lawrence D.; Hong, Andy; Ngo, Victor Douglas","[""Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use""]",,"[""North America""]","[""Canada""]",10.1016/j.tranpol.2021.02.003,"[""Impact evaluations""]",33526,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",TRANSPORT POLICY,,"[""2180""]","[""Other transport infrastructure access and use""]",Journal article,JOUR,33526,Published EGM,Completed,Build It and They Will Cycle: Causal Evidence From the Downtown Vancouver Comox Greenway,ier,https://www.sciencedirect.com/science/article/abs/pii/S0967070X21000366?via%3Dihub,2021
,"Weschke, Jan","[""Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use""]",,"[""North America""]","[""United States""]",10.1007/s11116-024-10537-x,"[""Impact evaluations""]",33486,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",TRANSPORTATION,,"[""2180""]","[""Other transport infrastructure access and use""]",Journal article,JOUR,33486,Published EGM,Completed,Will Temporarily Free Bike Sharing Change Transport Behavior Forever? Evidence From a Free Rides' Promotion on Trip Demand,ier,https://link.springer.com/article/10.1007/s11116-024-10537-x#citeas,2024
,"Garber, Michael D.; Flanders, W. Dana; Watkins, Kari E.; Lobelo, Felipe; Kramer, Michael R.; McCullough, Lauren E.","[""Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use""]",,"[""North America""]","[""United States""]",10.1097/EDE.0000000000001483,"[""Impact evaluations""]",33371,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",EPIDEMIOLOGY,,"[""2180""]","[""Other transport infrastructure access and use""]",Journal article,JOUR,33371,Published EGM,Completed,Have Paved Trails and Protected Bike Lanes Led to More Bicycling in Atlanta? A Generalized Synthetic-Control Analysis,ier,https://journals.lww.com/epidem/abstract/2022/07000/have_paved_trails_and_protected_bike_lanes_led_to.7.aspx,2022
,"CHahine, Ricardo; Duarte, Jorge; Gkritza, Konstantina","[""Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use""]",,"[""North America""]","[""United States""]",10.1016/j.jtrangeo.2025.104147,"[""Impact evaluations""]",33315,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",JOURNAL OF TRANSPORT GEOGRAPHY,,"[""2180""]","[""Other transport infrastructure access and use""]",Journal article,JOUR,33315,Published EGM,Completed,Effect of Protected Bike Lanes on Bike-Sharing Ridership: A New York City Case Study,ier,https://www.sciencedirect.com/science/article/pii/S0966692325000389?casa_token=oQgCBFPEPVoAAAAA:u8HVqNOQ4kRLaePrUc5xUyv_agpClpIUEvsB-EL1Gwzn5cvIW8Uj2dl8xSE5PQNZ5WyT2Afh8-w,2025
,"Shahriari, Siroos; Siripanich, Amarin; Rashidi, Taha","[""Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use""]",,"[""Europe and Central Asia""]","[""France""]",10.1016/j.jtrangeo.2024.104012,"[""Impact evaluations""]",33633,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",JOURNAL OF TRANSPORT GEOGRAPHY,,"[""2180""]","[""Other transport infrastructure access and use""]",Journal article,JOUR,33633,Published EGM,Completed,Estimating the impact of cycling infrastructure improvements on usage: A spatial difference-in-differences approach,ier,https://www.sciencedirect.com/science/article/pii/S0966692324002217,2024
,"Karpinski, Elizabeth","[""Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use""]",,"[""North America""]","[""United States""]",10.1016/j.cstp.2021.06.015,"[""Impact evaluations""]",33829,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",CASE STUDIES ON TRANSPORT POLICY,,"[""2180""]","[""Other transport infrastructure access and use""]",Journal article,JOUR,33829,Published EGM,Completed,Estimating the effect of protected bike lanes on bike-share ridership in Boston: A case study on Commonwealth Avenue,ier,https://www.sciencedirect.com/science/article/abs/pii/S2213624X21001097,2021
,"Sundorf, Hanne; Bernsten, Sveinung; Bere, Elling; Fyhri, Aslak","[""Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use""]",,"[""Europe and Central Asia""]","[""Norway""]",10.1016/j.jth.2023.101752,"[""Impact evaluations""]",33642,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",JOURNAL OF TRANSPORT & HEALTH,,"[""2180""]","[""Other transport infrastructure access and use""]",Journal article,JOUR,33642,Published EGM,Completed,The effects of subsidising e-bikes on mode share and physical activity - A natural experiment,ier,https://www.sciencedirect.com/science/article/pii/S2214140523001895,2024
,"Chapman, Ronald; Keall, Michael; Howden, Philippa; Witten, Karen; Abrahamse, Wokje; Woodward, Alistair","[""Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use"", ""Active mobility (pedestrian, bicycles, etc.) | Health access and outcomes""]",,"[""East Asia and Pacific""]","[""New Zealand""]",10.1136/jech-2015-205466,"[""Impact evaluations""]",34360,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",Journal of Epidemiology & Community Health,,"[""2180"", ""2196""]","[""Other transport infrastructure access and use"", ""Health access and outcomes""]",Journal article,JOUR,34360,Published EGM,Completed,Increasing Active Travel: Results of a Quasi-Experimental Study of an Intervention to Encourage Walking and Cycling,ier,https://jech.bmj.com/content/69/12/1184.long,2015
,"Aldred, Rachel; Goodman, Anna; Woodcock, James","[""Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use""]",,"[""Europe and Central Asia""]","[""United Kingdom""]",10.1016/j.jth.2024.101771,"[""Impact evaluations""]",34443,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",Journal of Transport & Health,,"[""2180""]","[""Other transport infrastructure access and use""]",Journal article,JOUR,34443,Published EGM,Completed,Impacts of Active Travel Interventions on Travel Behaviour and Health: Results From a Five-Year Longitudinal Travel Survey in Outer London,ier,https://www.sciencedirect.com/science/article/pii/S2214140524000173?via%3Dihub,2024
,"Yang, Lin; Sahlqvist, Shannon; McMinn, Alison; Griffin, Simon J.; Ogilvie, David","[""Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use"", ""Active mobility (pedestrian, bicycles, etc.) | Health access and outcomes""]",low,"[""Europe and Central Asia"", ""North America"", ""East Asia and Pacific""]","[""Sweden"", ""Netherlands"", ""Denmark"", ""United Kingdom"", ""Germany"", ""United States"", ""Australia""]",https://doi.org/10.1136/bmj.c5293,"[""Low confidence reviews""]",33770,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",BMJ-BRITISH MEDICAL JOURNAL,,"[""2180"", ""2196""]","[""Other transport infrastructure access and use"", ""Health access and outcomes""]",Journal article,JOUR,33770,Published EGM,Completed,Interventions to Promote Cycling: Systematic Review,srr,https://www.bmj.com/content/341/bmj.c5293,2010
,"Fraser, Simon; Lock, Karen","[""Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use""]",low,"[""Multi-continent""]","[""Multi-country""]",,"[""Low confidence reviews""]",34689,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",European journal of public health,,"[""2180""]","[""Other transport infrastructure access and use""]",Journal article,JOUR,34689,Published EGM,Completed,Cycling for transport and public health: a systematic review of the effect of the environment on cycling,srr,,2011
,"Mölenberg, Famke; Panter, Jenna; Alex, Burdorf; van Lenthe, Frank","[""Active mobility (pedestrian, bicycles, etc.) | Other transport infrastructure access and use""]",low,"[""Multi-continent""]","[""Multi-country""]",10.1186/s12966-019-0850-1,"[""Low confidence reviews""]",34687,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",International journal of behavioral nutrition and physical activity,,"[""2180""]","[""Other transport infrastructure access and use""]",Journal article,JOUR,34687,Published EGM,Completed,A systematic review of the effect of infrastructural interventions to promote cycling: strengthening causal inference from observational data,srr,https://ijbnpa.biomedcentral.com/articles/10.1186/s12966-019-0850-1,2019
,"Haberman, Cory P.; Clutter, Jeffrey E.; Henderson, Samantha","[""Active mobility (pedestrian, bicycles, etc.) | Crime and citizen security""]",,"[""North America""]","[""United States""]",10.1007/s11292-017-9312-4,"[""Impact evaluations""]",33541,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",JOURNAL OF EXPERIMENTAL CRIMINOLOGY,,"[""2200""]","[""Crime and citizen security""]",Journal article,JOUR,33541,Published EGM,Completed,A Quasi-Experimental Evaluation of the Impact of Bike-Sharing Stations on Micro-Level Robbery Occurrence,ier,https://link.springer.com/article/10.1007/s11292-017-9312-4,2018
,"Yang, Yang; Jiang, Lan; Zhang, Zili","[""Active mobility (pedestrian, bicycles, etc.) | Economic activity""]",,"[""North America""]","[""United States""]",10.1016/j.tourman.2021.104328,"[""Impact evaluations""]",33908,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",TOURISM MANAGEMENT,,"[""2202""]","[""Economic activity""]",Journal article,JOUR,33908,Published EGM,Completed,Tourists on Shared Bikes: Can Bike-Sharing Boost Attraction Demand?,ier,https://www.sciencedirect.com/science/article/abs/pii/S0261517721000479,2021
,"Said, Maher; Geha, Georges; Abou-Zeid, Maya","[""Active mobility (pedestrian, bicycles, etc.) | Economic activity""]",,"[""Middle East and North Africa""]","[""Lebanon""]",10.1177/0361198120921849,"[""Impact evaluations""]",33463,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",TRANSPORTATION RESEARCH RECORD,Natural Experiments|| Active transport|| Business Activities And Employees|| Lebanon.,"[""2202""]","[""Economic activity""]",Journal article,JOUR,33463,Published,Completed,Natural Experiment to Assess the Impacts of Street-Level Urban Design Interventions on Walkability and Business Activity,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/natural-experiment-to-assess-the-impacts-of-street-level-urban-design-interventions-on-walkability-and-business-activity/33463,2020
,"Volker, Jamey; Handy, Susan","[""Active mobility (pedestrian, bicycles, etc.) | Economic activity""]",low,"[""North America""]","[""Canada"", ""United States""]",10.1080/01441647.2021.1912849,"[""Low confidence reviews""]",34690,"[""2158""]","[""Active mobility (pedestrian, bicycles, etc.)""]",Transport reviews,,"[""2202""]","[""Economic activity""]",Journal article,JOUR,34690,Published EGM,Completed,Economic impacts on local businesses of investments in bicycle and pedestrian infrastructure: a review of the evidence,srr,https://www.tandfonline.com/doi/full/10.1080/01441647.2021.1912849,2021
,"Nielsen, Øyvind Lervik; Gutiérrez, María Díez; Andersen, Stig Nyland; Tørset, Trude","[""Tunnels | Travel time, commuting and speed"", ""Tunnels | Employment access and outcomes"", ""Tunnels | Economic activity""]",,"[""Europe and Central Asia""]","[""Norway""]",10.1016/j.cstp.2017.01.006,"[""Impact evaluations""]",33605,"[""2168""]","[""Tunnels""]",CASE STUDIES ON TRANSPORT POLICY,,"[""2181"", ""2201"", ""2202""]","[""Travel time, commuting and speed"", ""Employment access and outcomes"", ""Economic activity""]",Journal article,JOUR,33605,Published EGM,Completed,Do Fixed Links Affect the Local Labour Markets and Industries? A Case Study of Three Fixed Link Projects in Norway,ier,https://www.sciencedirect.com/science/article/abs/pii/S2213624X17300251,2017
,"Hoogendoorn, Sander; van Gemeren, Joost; Verstraten, Paul; Folmer, Kees","[""Tunnels | Land, housing, and rent prices and affordability""]",,"[""Europe and Central Asia""]","[""Netherlands""]",10.1093/jeg/lbx027,"[""Impact evaluations""]",33549,"[""2168""]","[""Tunnels""]",Journal of Economic Geography,,"[""2194""]","[""Land, housing, and rent prices and affordability""]",Journal article,JOUR,33549,Published EGM,Completed,House Prices and Accessibility: Evidence from a Quasi-Experiment in Transport Infrastructure,ier,,2019
,"Andersen, Stig; Díez Gutierrez, María; Lervik Nilsen, Oyvind; Torset, Trude","[""Bridges | Land, housing, and rent prices and affordability"", ""Bridges | Employment access and outcomes"", ""Tunnels | Land, housing, and rent prices and affordability"", ""Tunnels | Employment access and outcomes"", ""Multi-component roads, regional transportation and logistics | Land, housing, and rent prices and affordability"", ""Multi-component roads, regional transportation and logistics | Employment access and outcomes""]",,"[""Europe and Central Asia""]","[""Norway""]",10.1016/j.jtrangeo.2018.03.004,"[""Impact evaluations""]",33269,"[""2166"", ""2168"", ""2206""]","[""Bridges"", ""Tunnels"", ""Multi-component roads, regional transportation and logistics""]",JOURNAL OF TRANSPORT GEOGRAPHY,,"[""2194"", ""2201""]","[""Land, housing, and rent prices and affordability"", ""Employment access and outcomes""]",Journal article,JOUR,33269,Published EGM,Completed,"The Impact of Fixed Links on Population Development, Housing and the Labour Market: The Case of Norway",ier,https://www.sciencedirect.com/science/article/pii/S0966692317304325?casa_token=xlnK1Q4rdGwAAAAA:KO-gckIzXX7EiILlrh938l956V8IyBV0ktRWiCLj_Jjm1VnuWtqEdocOIR2KHTcldR8gKSHqwDw,2018
,"Tassinari, Filippo","[""Circulation restrictions, non-price based | Public transit access and use"", ""Circulation restrictions, non-price based | Private vehicle use"", ""Circulation restrictions, non-price based | Travel time, commuting and speed""]",,"[""Europe and Central Asia""]","[""Spain""]",10.1016/j.tra.2024.104099,"[""Impact evaluations""]",33900,"[""2172""]","[""Circulation restrictions, non-price based""]",Transportation Research Part A: Policy and Practice,,"[""2177"", ""2178"", ""2181""]","[""Public transit access and use"", ""Private vehicle use"", ""Travel time, commuting and speed""]",Journal article,JOUR,33900,Published EGM,Completed,Low Emission Zones and Traffic Congestion: Evidence from Madrid Central,ier,https://www.sciencedirect.com/science/article/pii/S0965856424001472,2024
,"Rivera, Nathaly","[""Circulation restrictions, non-price based | Public transit access and use"", ""Circulation restrictions, non-price based | Air pollution and greenhouse gases""]",,"[""Latin America and Caribbean""]","[""Chile""]",10.1016/j.jeem.2021.102454,"[""Impact evaluations""]",33505,"[""2172""]","[""Circulation restrictions, non-price based""]",JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,,"[""2177"", ""2192""]","[""Public transit access and use"", ""Air pollution and greenhouse gases""]",Journal article,JOUR,33505,Published EGM,Completed,"Air Quality Warnings and Temporary Driving Bans: Evidence From Air Pollution, Car Trips, and Mass-Transit Ridership in Santiago",ier,https://www.sciencedirect.com/science/article/abs/pii/S0095069621000371,2021
,"Galdon-Sanches, Jose Enrique; Gil, Ricard; Holub, Felix; Uriz-Uharte, Guillermo","[""Circulation restrictions, non-price based | Private vehicle use"", ""Circulation restrictions, non-price based | Travel time, commuting and speed"", ""Circulation restrictions, non-price based | Air pollution and greenhouse gases"", ""Circulation restrictions, non-price based | Economic activity""]",,"[""Europe and Central Asia""]","[""Spain""]",10.1093/jeea/jvac064,"[""Impact evaluations""]",33528,"[""2172""]","[""Circulation restrictions, non-price based""]",JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,,"[""2178"", ""2181"", ""2192"", ""2202""]","[""Private vehicle use"", ""Travel time, commuting and speed"", ""Air pollution and greenhouse gases"", ""Economic activity""]",Journal article,JOUR,33528,Published EGM,Completed,"Social Benefits and Private Costs of Driving Restriction Policies: The Impact of Madrid Central on Congestion, Pollution, and Consumer Spending",ier,https://academic.oup.com/jeea/article-abstract/21/3/1227/6779684,2023
,"Bonilla, Jorge","[""Circulation restrictions, non-price based | Private vehicle use"", ""Circulation restrictions, non-price based | Transit affordability"", ""Circulation restrictions, non-price based | Air pollution and greenhouse gases""]",,"[""Latin America and Caribbean""]","[""Colombia""]",NO DOI,"[""Impact evaluations""]",33303,"[""2172""]","[""Circulation restrictions, non-price based""]",World Bank,Driving Restrictions|| Colombia|| AIR pollution,"[""2178"", ""2185"", ""2192""]","[""Private vehicle use"", ""Transit affordability"", ""Air pollution and greenhouse gases""]",Published working paper,RPRT,33303,Published,Completed,"The More Stringent, the Better ? Rationing Car Use in Bogota with Moderate and Drastic Restrictions",ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-more-stringent--the-better---rationing-car-use-in-bogota-with-moderate-and-drastic-restrictions/33303,2016
,"Salas, Christian H.","[""Circulation restrictions, non-price based | Air pollution and greenhouse gases""]",,"[""Latin America and Caribbean""]","[""Mexico""]",No DOI,"[""Impact evaluations""]",5539,"[""2172""]","[""Circulation restrictions, non-price based""]",Pontificia Universidad Catolica de Chile (Working Paper series),Public Policies|| Efficient Management|| Driving Restrictions|| Air Quality,"[""2192""]","[""Air pollution and greenhouse gases""]",Published working paper,RPRT,5539,Published,Completed,Evaluating Public Policies With High Frequency Data: Evidence For Driving Restrictions In Mexico City Revisited,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/evaluating-public-policies-with-high-frequency-data--evidence-for-driving-restrictions-in-mexico-city-revisited/5539,2010
,"Sarmiento, Luis; Wägner, Nicole; Zaklan, Aleksandar","[""Circulation restrictions, non-price based | Air pollution and greenhouse gases"", ""Circulation restrictions, non-price based | Health access and outcomes""]",,"[""Europe and Central Asia""]","[""Germany""]",10.1016/j.jpubeco.2023.105014,"[""Impact evaluations""]",33894,"[""2172""]","[""Circulation restrictions, non-price based""]",Journal of Public Economics,,"[""2192"", ""2196""]","[""Air pollution and greenhouse gases"", ""Health access and outcomes""]",Journal article,JOUR,33894,Published EGM,Completed,The Air Quality and Well-Being Effects of Low Emission Zones,ier,https://www.sciencedirect.com/science/article/pii/S0047272723001962,2023
,"Wolff, Hendrik","[""Circulation restrictions, non-price based | Air pollution and greenhouse gases""]",,"[""Europe and Central Asia""]","[""Germany""]",10.1111/ecoj.12091,"[""Impact evaluations""]",33904,"[""2172""]","[""Circulation restrictions, non-price based""]",Economic Journal,,"[""2192""]","[""Air pollution and greenhouse gases""]",Journal article,JOUR,33904,Published EGM,Completed,Keep Your Clunker in the Suburb: Low-Emission Zones and Adoption of Green Vehicles,ier,https://academic.oup.com/ej/article-abstract/124/578/F481/5076973,2014
,"Yang, Xiuleng; McCoy, Emma; Hough, Katherine; de Nazelle, Audrey","[""Circulation restrictions, non-price based | Private vehicle use"", ""Circulation restrictions, non-price based | Air pollution and greenhouse gases""]",,"[""Europe and Central Asia""]","[""United Kingdom""]",10.1016/j.trd.2022.103536,"[""Impact evaluations""]",33675,"[""2172""]","[""Circulation restrictions, non-price based""]",TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,,"[""2178"", ""2192""]","[""Private vehicle use"", ""Air pollution and greenhouse gases""]",Journal article,JOUR,33675,Published EGM,Completed,Evaluation of low traffic neighbourhood (LTN) impacts on NO2 and traffic,ier,https://www.sciencedirect.com/science/article/pii/S1361920922003625,2022
,"Gallego, Francisco; Montero, Juan Pablo; Salas, Christian","[""Circulation restrictions, non-price based | Air pollution and greenhouse gases""]",,"[""Latin America and Caribbean""]","[""Mexico""]",10.1016/j.jpubeco.2013.08.007,"[""Impact evaluations""]",33370,"[""2172""]","[""Circulation restrictions, non-price based""]",Journal of Public Economics,Public transport|| Driving Restrictions|| pollution|| Congestion,"[""2192""]","[""Air pollution and greenhouse gases""]",Journal article,JOUR,33370,Published,Completed,The Effect of Transport Policies on Car Use: Evidence From Latin American Cities,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-effect-of-transport-policies-on-car-use--evidence-from-latin-american-cities/33370,2013
,"Guerra, Erick; Millard-Ball, Adam","[""Circulation restrictions, non-price based | Private vehicle use""]",,"[""Latin America and Caribbean""]","[""Mexico""]",10.1016/j.trd.2017.06.027,"[""Impact evaluations""]",14646,"[""2172""]","[""Circulation restrictions, non-price based""]",Transportation Research Part D: Transport and Environment,Car restrictions|| Driving ban|| Hoy No Circula|| Policy avoidance|| TRAFFIC congestion|| Travel behavior,"[""2178""]","[""Private vehicle use""]",Journal article,JOUR,14646,Published,Completed,Getting around a license-plate ban: Behavioral responses to Mexico City's driving restriction,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/getting-around-a-license-plate-ban--behavioral-responses-to-mexico-city-s-driving-restriction/14646,2017
,"García, Carmen; Jiménez, Juan Luis; Perdiguero, Jordi","[""Circulation restrictions, non-price based | Private vehicle use""]",,"[""Europe and Central Asia""]","[""Spain""]",no DOI,"[""Impact evaluations""]",33817,"[""2172""]","[""Circulation restrictions, non-price based""]",ESTUDIOS DE ECONOMIA,,"[""2178""]","[""Private vehicle use""]",Journal article,JOUR,33817,Published EGM,Completed,Much ado about nothing: A failed case for banning combustion vehicles,ier,https://ideas.repec.org/a/udc/esteco/v50y2023i2p263-285.html,2023
